-0.21849,0.085697,0.065022
-0.21414,0.085188,0.024743
-0.19961,0.082632,0.060741
-0.21829,0.085303,0.06514
-0.2202,0.076154,0.07008
-0.21411,0.085104,0.024718
-0.23898,0.10659,0.077153
-0.22023,0.076229,0.070109
-0.22023,0.076229,0.070109
-0.21834,0.089347,0.064582
-0.23748,0.080083,0.06474
-0.22002,0.074677,0.069866
-0.19982,0.084497,0.061401
-0.21409,0.08502,0.024693
-0.23881,0.10581,0.077376
-0.23747,0.081021,0.064764
-0.22027,0.076501,0.070101
-0.23746,0.079833,0.064497
-0.23737,0.078933,0.064782
-0.23753,0.079765,0.064863
-0.23732,0.079962,0.064174
-0.22191,0.09638,0.077449
-0.23843,0.1073,0.077648
-0.1997,0.082266,0.060889
-0.23741,0.07856,0.064391
-0.23763,0.079837,0.06511
-0.21771,0.086685,0.063745
-0.23743,0.079912,0.06469
-0.21835,0.088391,0.064921
-0.23868,0.10617,0.076864
-0.19959,0.083653,0.061122
-0.22202,0.09856,0.078781
-0.19983,0.084504,0.061518
-0.23858,0.10661,0.077819
-0.2387,0.10668,0.077289
-0.23877,0.10519,0.075323
-0.2201,0.075853,0.069961
-0.21409,0.08502,0.024692
-0.23868,0.10628,0.076055
-0.19961,0.081846,0.060836
-0.23872,0.10662,0.075942
-0.22003,0.076058,0.06982
-0.22021,0.076708,0.069959
-0.23728,0.079351,0.064461
-0.23762,0.080106,0.064965
-0.19976,0.084181,0.061373
-0.19973,0.084139,0.06145
-0.23868,0.10633,0.076867
-0.19982,0.084497,0.061401
-0.1997,0.082221,0.061015
-0.21409,0.08502,0.024693
-0.22197,0.096216,0.078751
-0.23734,0.079894,0.064298
-0.22032,0.076652,0.07016
-0.19961,0.083409,0.060951
-0.23743,0.080066,0.064591
-0.21818,0.085023,0.064599
-0.19972,0.082271,0.061006
-0.2375,0.080322,0.064665
-0.21824,0.085045,0.065092
-0.23719,0.078017,0.064677
-0.19959,0.082583,0.060751
-0.21409,0.08502,0.024693
-0.22018,0.076078,0.07005
-0.2201,0.075853,0.069961
-0.23847,0.10622,0.077008
-0.2387,0.10668,0.077289
-0.22032,0.076652,0.07016
-0.22202,0.09856,0.078781
-0.21989,0.077131,0.069985
-0.21821,0.085787,0.063714
-0.19981,0.082691,0.06106
-0.21822,0.086697,0.064698
-0.23724,0.077066,0.064134
-0.21835,0.088391,0.064921
-0.21411,0.085104,0.024718
-0.23753,0.079494,0.06501
-0.19972,0.082271,0.061006
-0.22016,0.0762,0.069982
-0.21835,0.088391,0.064921
-0.21414,0.085188,0.024743
-0.23877,0.10536,0.075327
-0.23751,0.079562,0.064886
-0.23893,0.10483,0.075323
-0.23853,0.10608,0.076085
-0.21402,0.085011,0.024554
-0.23732,0.079662,0.06481
-0.23858,0.10622,0.076642
-0.21811,0.087153,0.064722
-0.23739,0.079577,0.064421
-0.23746,0.079392,0.064836
-0.23734,0.079894,0.064298
-0.23881,0.10562,0.075551
-0.21821,0.085787,0.063713
-0.23762,0.079953,0.065063
-0.22021,0.076092,0.070173
-0.22007,0.076271,0.069786
-0.23753,0.080089,0.064572
-0.23739,0.079918,0.064886
-0.21819,0.087542,0.064792
-0.2176,0.087059,0.063465
-0.21999,0.076045,0.069697
-0.22007,0.075778,0.069931
-0.21808,0.087024,0.064698
-0.21411,0.085104,0.024718
-0.21378,0.093027,0.008426
-0.22008,0.075975,0.069892
-0.23725,0.080048,0.064563
-0.21999,0.077233,0.070259
-0.19948,0.082886,0.060869
-0.21411,0.085104,0.024718
-0.23771,0.078042,0.064979
-0.2387,0.10668,0.077289
-0.2387,0.10668,0.077289
-0.22009,0.076468,0.069748
-0.21995,0.07528,0.069851
-0.23842,0.10696,0.077642
-0.19961,0.082588,0.060868
-0.22192,0.098556,0.079284
-0.23732,0.079809,0.064272
-0.2201,0.075853,0.069961
-0.23872,0.10672,0.076111
-0.21783,0.085807,0.064467
-0.22011,0.07605,0.069922
-0.21797,0.086434,0.064614
-0.23731,0.07861,0.064634
-0.21795,0.086305,0.06459
-0.23735,0.079607,0.064538
-0.22201,0.098466,0.077988
-0.23871,0.10662,0.07612
-0.21834,0.088383,0.064776
-0.21409,0.08502,0.024693
-0.21813,0.087276,0.0646
-0.21778,0.086641,0.064396
-0.23881,0.10562,0.075551
-0.21829,0.085303,0.06514
-0.23872,0.10683,0.076935
-0.23884,0.10679,0.077214
-0.21817,0.087483,0.064759
-0.2201,0.07579,0.070054
-0.23749,0.079918,0.064522
-0.21982,0.076524,0.070095
-0.19965,0.083831,0.061485
-0.19959,0.083404,0.060834
-0.22019,0.076275,0.070012
-0.23746,0.079392,0.064836
-0.23753,0.080254,0.06479
-0.23754,0.079308,0.064444
-0.23859,0.10655,0.076649
