-0.32756,0.12696,0.08906,-0.55486,0.10871,0.054613
-0.35721,0.1204,-0.074102,-0.61145,0.1228,-0.020287
-0.31697,-0.020778,0.036819,-0.5552,-0.1176,-0.020458
-0.40917,0.16517,0.078776,-0.66417,0.15039,0.027487
-0.31932,0.076564,-0.017943,-0.5047,-0.090217,0.003442
-0.39208,0.11312,0.09714,-0.55498,-0.048416,0.012683
-0.30724,0.045187,0.072631,-0.56242,0.017639,0.056764
-0.28983,0.04091,-0.004888,-0.53475,0.033853,0.013203
-0.27673,0.023577,0.048523,-0.51965,0.030282,0.026906
-0.35849,0.12019,-0.071414,-0.61172,0.12204,-0.017821
-0.42026,0.17148,0.057353,-0.65177,0.15369,0.025304
-0.37032,0.12894,0.10576,-0.56071,-0.04865,0.006344
-0.26754,0.018532,0.16864,-0.66479,-0.17059,-0.19112
-0.41773,0.21225,0.094232,-0.63027,0.20423,0.064139
-0.35744,0.11978,-0.072771,-0.61357,0.12307,-0.019
-0.39679,0.15737,0.076159,-0.6473,0.14488,0.0302
-0.3574,0.11048,-0.066259,-0.59853,0.11635,-0.009149
-0.3811,0.043613,0.080453,-0.63575,0.062836,0.01576
-0.36719,0.033586,0.011297,-0.60991,0.052903,0.002896
-0.39584,0.041236,0.056284,-0.63471,0.068956,-0.010975
-0.31968,0.079192,-0.007151,-0.51291,-0.095153,-0.006634
-0.30784,0.1271,0.04783,-0.52011,0.10464,0.04202
-0.27525,0.03548,0.040957,-0.54404,0.049756,0.019302
-0.3134,-0.003035,0.098261,-0.70856,-0.2453,-0.19096
-0.29544,0.030889,0.032205,-0.55003,-0.11602,-0.019085
-0.31537,0.023193,0.024969,-0.55939,-0.12439,-0.032951
-0.22158,0.043648,0.20454,-0.48705,0.02229,-0.059793
-0.24757,0.044837,0.22124,-0.39147,-0.037955,-0.77659
-0.27323,0.031976,0.055925,-0.51505,0.026008,0.031923
-0.38194,0.15291,0.077417,-0.62857,0.1492,0.031907
-0.30715,0.1137,0.068173,-0.47671,-0.052145,-0.010355
-0.32951,0.063867,0.10253,-0.71227,-0.10893,-0.12993
-0.39824,0.16448,0.064437,-0.64993,0.15329,0.025304
-0.30916,0.007998,0.088435,-0.54821,-0.19045,-0.057564
-0.27525,0.029101,0.052924,-0.5233,0.025031,0.025726
-0.44659,0.058471,0.038544,-0.63237,0.060684,0.001161
-0.35807,0.12034,-0.071279,-0.61306,0.12088,-0.018667
-0.29412,0.054361,0.092726,-0.53543,0.032441,0.06502
-0.32354,0.040354,0.09232,-0.57854,0.018261,0.06376
-0.36943,0.15982,0.01236,-0.61461,0.17739,0.021713
-0.3,0.11825,0.068521,-0.53082,0.13008,0.059479
-0.329,0.003586,0.099502,-0.71242,-0.2111,-0.20204
-0.33739,0.13271,0.056124,-0.55467,0.14304,0.027395
-0.38233,0.15126,0.084345,-0.6475,0.14811,0.027245
-0.32883,0.013959,0.19245,-0.12875,-0.22625,-1.0659
-0.31562,-0.002156,0.092173,-0.84208,-0.25669,-0.30203
-0.33394,0.13167,0.058404,-0.55715,0.12666,0.049867
-0.32562,0.1396,0.043729,-0.52338,0.14356,0.033025
-0.3427,0.14247,0.035596,-0.557,0.1507,0.005367
-0.35783,0.12048,-0.071592,-0.61322,0.12044,-0.018764
-0.40074,0.1586,0.078513,-0.66506,0.15382,0.024235
-0.40207,0.076275,0.080502,-0.55143,-0.063626,0.011507
-0.25753,0.030821,0.16826,-0.58685,-0.10824,-0.14851
-0.39334,0.041575,0.057339,-0.6369,0.068141,-0.012253
-0.32086,0.13754,0.054317,-0.53937,0.14496,0.037919
-0.35449,0.11289,-0.079311,-0.61677,0.11758,-0.02099
-0.39281,0.15433,0.078792,-0.65297,0.14498,0.030263
-0.35596,0.1193,-0.073744,-0.60925,0.12545,-0.016295
-0.39087,0.13909,-0.018258,-0.62213,0.18134,0.009665
-0.27413,0.028903,0.13247,-0.55088,0.026042,0.063608
-0.32842,0.047438,0.096904,-0.58966,0.016144,0.0523
-0.30847,0.04136,0.033998,-0.57054,0.05897,0.029554
-0.28731,0.03954,-0.003808,-0.53137,0.033392,0.013949
-0.27976,0.034952,0.047932,-0.51704,0.027343,0.030618
-0.29186,0.051063,0.13943,-0.73118,-0.1116,-0.14406
-0.40917,0.16518,0.078973,-0.66417,0.15077,0.027487
-0.40854,0.044859,0.071483,-0.62601,0.060022,-0.000423
-0.39421,0.056684,-0.013072,-0.6194,0.04545,-0.039329
-0.29499,0.039115,0.037929,-0.54826,0.050247,0.019687
-0.30865,0.044545,0.086518,-0.56381,0.023082,0.043366
-0.37544,0.041757,0.12418,0.12852,-0.24527,-1.5907
-0.29504,0.041435,-0.03981,-0.53341,0.033531,0.013874
-0.30905,0.044676,0.085374,-0.56229,0.024096,0.042786
-0.34705,0.087743,0.052248,-0.51695,-0.12732,0.006013
-0.22226,0.043653,0.20454,-0.48705,0.02229,-0.059034
-0.31057,0.077565,-0.005144,-0.50579,-0.090347,0.002689
-0.30705,0.025383,0.18735,0.12521,-0.23845,-1.5907
-0.42021,0.21585,0.093318,-0.62608,0.20303,0.064151
-0.36848,0.088481,-0.043212,-0.55216,-0.038828,-0.027828
-0.3689,0.15911,0.006586,-0.60714,0.17077,0.02557
-0.32809,0.14189,0.040404,-0.52494,0.14439,0.031958
-0.29857,0.052597,0.02325,-0.54127,0.061994,0.017172
-0.35673,0.11481,-0.077124,-0.61074,0.11716,-0.017209
-0.3192,0.10668,-0.025965,-0.54525,-0.041821,-0.013059
-0.40579,0.15924,0.078732,-0.66277,0.15296,0.026875
-0.35798,0.034372,0.10339,-0.63089,0.05619,-0.004774
-0.35839,0.039616,0.12307,-0.62648,-0.14876,-0.11376
-0.40276,0.16912,0.059826,-0.63763,0.14996,0.031203
-0.24777,0.038499,0.14267,-0.49225,-0.10021,0.028729
-0.30211,0.05301,0.021865,-0.53812,0.061845,0.019297
-0.29397,0.029566,0.032763,-0.55895,-0.11737,-0.021263
-0.28848,0.032661,0.11768,-0.54483,0.03041,0.062891
-0.3515,0.12904,-0.055259,-0.60231,0.12893,-0.016204
-0.36395,0.08818,-0.038905,-0.54226,-0.036524,-0.022008
-0.29313,0.052029,0.014068,-0.54332,0.03717,-0.008984
-0.37138,0.10619,-0.063677,-0.56315,-0.040627,-0.028855
-0.35737,0.11991,-0.074014,-0.61357,0.12307,-0.019
-0.22158,0.043648,0.20454,-0.48705,0.02229,-0.059793
-0.36805,0.15756,0.011145,-0.60575,0.16968,0.028282
