-0.29919,0.20278,0.025965
-0.29918,0.20281,0.025882
-0.29925,0.20273,0.026169
-0.29931,0.20212,0.026213
-0.29927,0.20232,0.025952
-0.29925,0.20273,0.026169
-0.29926,0.20204,0.025758
-0.29921,0.20239,0.025869
-0.29937,0.20128,0.025673
-0.29918,0.20232,0.026074
-0.29919,0.2019,0.025546
-0.29919,0.20191,0.025856
-0.29918,0.20231,0.025763
-0.29918,0.20231,0.025763
-0.29925,0.20167,0.02558
-0.29921,0.20239,0.02618
-0.29918,0.20232,0.026074
-0.29918,0.20232,0.026074
-0.29918,0.20231,0.025763
-0.29911,0.20237,0.02587
-0.29918,0.20231,0.025763
-0.29921,0.20188,0.02563
-0.29943,0.20182,0.026022
-0.29943,0.20182,0.026022
-0.2995,0.20177,0.026226
-0.2993,0.20184,0.025545
-0.29929,0.20232,0.025991
-0.29937,0.2012,0.025836
-0.29956,0.20116,0.025797
-0.29946,0.2021,0.026256
-0.29928,0.20184,0.025669
-0.29954,0.20107,0.026084
-0.29954,0.20088,0.025604
-0.29926,0.20156,0.025476
-0.29948,0.20189,0.026168
-0.29958,0.20096,0.026018
-0.29928,0.20155,0.025869
-0.29948,0.20075,0.025228
-0.29952,0.20128,0.026173
-0.29954,0.20106,0.025776
-0.29948,0.20151,0.026177
-0.2995,0.2015,0.025908
-0.2995,0.2013,0.026089
-0.29922,0.20198,0.025961
-0.29944,0.2021,0.026215
-0.29942,0.20212,0.026131
-0.29946,0.20191,0.026084
-0.29948,0.2015,0.025868
-0.2995,0.2015,0.025908
-0.29948,0.2015,0.025868
-0.29954,0.20125,0.025498
-0.29952,0.20124,0.025458
-0.29952,0.20124,0.025458
-0.2992,0.20233,0.025544
-0.29922,0.20182,0.025349
-0.2995,0.20163,0.025758
-0.29922,0.20222,0.02565
-0.29941,0.20181,0.025579
-0.29948,0.20184,0.025845
-0.29962,0.20115,0.025871
-0.29924,0.20201,0.025563
-0.29924,0.20201,0.025563
-0.29944,0.20121,0.025397
-0.29942,0.20142,0.025485
-0.29919,0.20148,0.025093
-0.29919,0.20148,0.025093
-0.29925,0.20095,0.02481
-0.29917,0.20147,0.025052
-0.29921,0.20127,0.025005
-0.29921,0.20106,0.024877
-0.29919,0.20148,0.025093
-0.29919,0.20148,0.025093
-0.29921,0.20157,0.025115
-0.29927,0.20066,0.02474
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29929,0.2015,0.025402
-0.29923,0.20136,0.025027
-0.29927,0.20095,0.02485
-0.29927,0.20095,0.02485
-0.29921,0.20157,0.025115
-0.29923,0.20136,0.025027
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29921,0.20127,0.025005
-0.29917,0.20189,0.02531
-0.29919,0.20198,0.025331
-0.29917,0.20219,0.02542
-0.29921,0.20196,0.025415
-0.29927,0.20114,0.025022
-0.29925,0.20116,0.024938
-0.29925,0.20164,0.02522
-0.29925,0.20116,0.024938
-0.29921,0.20157,0.025115
-0.29929,0.2015,0.025402
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29909,0.20226,0.025132
-0.29911,0.20184,0.024915
-0.29919,0.20198,0.025331
-0.29917,0.20198,0.02529
-0.29919,0.20178,0.025202
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29923,0.20136,0.025027
-0.29917,0.20219,0.02542
-0.29919,0.20178,0.025202
-0.29913,0.20164,0.024827
-0.29921,0.20157,0.025115
-0.29919,0.20178,0.025202
-0.29909,0.20175,0.024894
-0.29919,0.20148,0.025093
-0.29917,0.20168,0.025181
-0.29921,0.20157,0.025115
-0.29921,0.20157,0.025115
-0.29923,0.20155,0.025198
-0.29929,0.20072,0.024806
-0.29923,0.20155,0.025198
-0.29917,0.20217,0.025461
-0.29954,0.20103,0.024633
-0.2995,0.20026,0.02412
-0.29971,0.20023,0.024427
-0.29957,0.20003,0.02403
-0.29928,0.20034,0.023729
-0.29889,0.20026,0.023223
-0.29918,0.20022,0.023437
-0.29889,0.20095,0.023631
-0.29908,0.20014,0.023463
-0.29982,0.20153,0.0268
-0.29983,0.20135,0.026628
-0.29959,0.20182,0.026453
-0.29984,0.20183,0.02695
-0.29995,0.20103,0.026341
-0.29979,0.20197,0.026932
-0.29979,0.20128,0.026523
-0.29976,0.20171,0.026655
-0.29946,0.20223,0.026271
-0.29944,0.20186,0.025891
-0.29396,0.1979,0.006504
-0.29284,0.1971,0.004667
-0.29256,0.19606,0.003657
-0.29221,0.19531,0.002719
-0.29245,0.19495,0.002993
-0.29303,0.19439,0.003474
-0.22161,0.18567,0.068262
-0.22161,0.18567,0.068262
-0.22166,0.18542,0.067862
-0.22166,0.18536,0.068146
-0.22158,0.18582,0.068319
-0.22132,0.186,0.068263
-0.22132,0.186,0.068263
-0.2213,0.1863,0.068433
-0.22161,0.18567,0.068262
-0.22164,0.18566,0.068316
-0.22129,0.18615,0.06832
-0.22161,0.18567,0.068262
-0.22132,0.186,0.068263
-0.22132,0.186,0.068263
-0.22137,0.1857,0.068147
-0.2213,0.1863,0.068433
-0.22132,0.186,0.068263
-0.22132,0.186,0.068263
-0.22129,0.18615,0.06832
-0.22137,0.1857,0.068147
-0.22132,0.186,0.068263
-0.22132,0.186,0.068263
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22127,0.18576,0.069282
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22126,0.18581,0.069111
-0.22125,0.18591,0.069339
-0.2214,0.18592,0.069451
-0.22125,0.18591,0.069339
-0.22153,0.18558,0.069339
-0.2214,0.18587,0.069622
-0.22125,0.18591,0.069339
-0.22151,0.18574,0.069396
-0.22168,0.18663,0.069506
-0.22181,0.1866,0.069727
-0.22192,0.18598,0.069505
-0.22184,0.18659,0.069787
-0.22189,0.18613,0.069561
-0.22187,0.18643,0.069731
-0.22181,0.18674,0.069843
-0.22184,0.18659,0.069787
-0.22186,0.18629,0.069616
-0.22181,0.18665,0.069441
-0.29553,0.20553,0.011545
-0.29548,0.2061,0.011794
-0.29564,0.20592,0.01255
-0.29557,0.20621,0.012484
-0.29569,0.20689,0.013141
-0.29579,0.20695,0.013323
-0.2958,0.20704,0.013344
-0.2958,0.20704,0.013344
-0.2958,0.20704,0.013344
-0.29579,0.20714,0.012952
-0.29579,0.20714,0.012952
-0.29577,0.20714,0.013406
-0.29579,0.20714,0.012952
-0.29568,0.2073,0.013143
-0.29579,0.20723,0.013427
-0.29582,0.20685,0.013261
-0.29577,0.20742,0.01351
-0.29572,0.20756,0.013327
-0.29576,0.20718,0.013162
-0.29579,0.20745,0.013346
-0.29572,0.20821,0.013675
-0.29572,0.20821,0.013675
-0.29579,0.20858,0.014185
-0.29568,0.20883,0.013981
-0.29575,0.20872,0.014001
-0.29585,0.20866,0.014287
-0.29577,0.20889,0.014164
-0.29546,0.20943,0.014186
-0.29592,0.20891,0.014552
-0.29582,0.20897,0.014266
-0.29587,0.20868,0.014124
-0.29558,0.20955,0.014635
-0.2959,0.2091,0.014634
-0.29591,0.20896,0.014511
-0.2959,0.20887,0.01449
-0.29573,0.20928,0.014328
-0.29575,0.20909,0.014246
-0.29587,0.2086,0.014307
-0.29538,0.20968,0.014266
-0.29573,0.20904,0.014184
-0.29577,0.20919,0.01447
-0.29579,0.209,0.014389
-0.29577,0.20919,0.01447
-0.29567,0.20925,0.014184
-0.29579,0.209,0.014389
-0.29579,0.209,0.014389
-0.29563,0.20987,0.01449
-0.29586,0.20936,0.0149
-0.29583,0.20861,0.014226
-0.29556,0.20938,0.014675
-0.29545,0.20987,0.014615
-0.29551,0.20906,0.014227
-0.29549,0.20949,0.014451
-0.29542,0.21006,0.014696
-0.29564,0.20875,0.01445
-0.29547,0.20921,0.014245
-0.2956,0.20913,0.014613
-0.29549,0.20902,0.014164
-0.29592,0.20892,0.014756
-0.29559,0.20896,0.01445
-0.29549,0.20902,0.014164
-0.29553,0.20863,0.014002
-0.29548,0.20962,0.014551
-0.29544,0.21,0.014713
-0.29552,0.209,0.014245
-0.29548,0.20962,0.014551
-0.29557,0.20862,0.014083
-0.29555,0.20904,0.014307
-0.2955,0.20943,0.01447
-0.29552,0.20924,0.014389
-0.29562,0.20894,0.014532
-0.29552,0.20929,0.014347
-0.29555,0.20881,0.014164
-0.29557,0.20885,0.014226
-0.2955,0.20943,0.01447
-0.2955,0.20943,0.01447
-0.29552,0.209,0.014245
-0.29564,0.20875,0.01445
-0.29583,0.20898,0.01447
-0.29555,0.20881,0.014164
